Storetype,Lang,Q2a,Q2b,Q3a,Q3b,Q3c,Q3d,Q4a,Q4b,Q4c,Q4d,Q4e,Q4f,Q4g,Q4h,Q4i,Q4j,Q5,Q6,Q7,Q8a,Q8d,Q8c,Q8e,Q8b,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16
2,1,2,4,4,5,2,1,5,2,5,5,5,5,5,5,5,5,5,1,2,3,3,3,3,3,1,2,2,2,2,1,1,84120
2,1,3,3,4,6,4,6,4,2,4,3,5,5,5,5,4,5,5,1,1,1,1,1,4,3,2,4,2,1,1,4,3,84119
2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1,1,3,2,2,4,3,1,3,2,1,2,2,1,84128
2,1,1,1,3,1,5,1,5,2,5,1,5,5,5,4,5,4,5,1,1,4,2,1,4,3,2,3,1,2,2,5,4,84120
2,1,2,1,2,2,3,3,5,4,5,3,5,5,4,4,4,4,5,1,2,1,4,1,1,2,2,4,2,1,1,1,3,84120
2,1,1,3,5,5,5,5,4,2,2,4,4,3,4,5,4,2,5,1,1,1,4,1,4,1,1,4,1,2,2,5,2,84120
2,1,2,2,4,6,6,6,2,2,4,5,4,4,4,4,2,1,5,1,1,1,3,1,4,1,1,3,2,2,1,3,2,84120
2,1,4,4,1,1,2,2,3,3,3,3,3,5,5,5,5,5,5,1,3,1,3,1,,1,2,4,2,2,1,4,2,84128
2,1,1,1,4,6,2,2,5,1,3,5,3,3,5,3,3,3,5,1,1,1,2,1,2,1,2,3,1,2,2,5,2,84128
2,1,4,4,5,6,4,4,3,3,3,4,3,4,3,3,3,3,5,1,1,2,4,1,3,3,1,1,1,1,1,3,2,84120
2,1,1,1,4,3,5,2,4,2,4,5,4,5,4,3,4,5,5,1,1,1,3,1,4,2,2,5,1,1,2,3,3,84044
2,1,1,1,2,6,2,2,5,3,5,5,5,5,5,3,3,5,5,1,1,1,1,1,4,1,2,4,1,1,1,4,2,84044
2,1,4,1,3,6,3,3,5,1,5,5,5,5,5,5,5,5,5,1,1,2,3,3,4,4,1,5,1,2,1,2,1,84120
2,1,2,2,2,6,4,6,3,2,2,4,2,4,4,4,3,4,5,1,1,2,3,1,3,3,1,4,1,2,1,2,2,84128
2,1,4,2,2,3,4,3,4,3,4,4,5,2,4,4,4,1,5,1,1,3,3,1,3,3,1,4,1,2,1,4,1,84044
2,1,3,1,2,2,3,2,5,5,5,5,5,5,5,5,5,5,5,1,1,1,3,2,4,1,1,1,1,2,2,4,2,84128
2,1,3,2,5,5,5,5,,2,2,4,4,4,5,5,4,3,5,1,1,2,3,1,4,3,1,5,1,2,2,1,1,84120
2,1,3,1,3,3,3,2,4,2,5,4,3,5,4,4,3,2,5,1,5,1,2,1,2,3,1,3,1,2,2,2,1,84128
2,1,4,2,4,4,5,5,4,3,3,5,4,5,5,4,4,4,5,1,1,1,3,1,4,1,2,5,1,2,1,2,2,84120
2,1,4,3,4,6,4,6,3,1,2,4,3,4,3,3,3,3,5,1,1,1,3,1,3,2,1,4,1,2,1,2,3,84128
2,1,2,2,2,2,2,1,5,1,5,3,5,3,5,5,5,1,5,1,1,2,1,1,4,2,1,3,1,1,2,4,4,84128
2,1,2,1,2,4,5,5,5,3,5,5,4,5,5,5,3,5,5,2,,1,3,1,4,3,2,5,1,2,1,2,2,84120
2,1,2,1,3,2,4,1,5,3,5,5,5,5,5,5,5,5,5,1,2,,4,,4,,1,4,2,1,1,1,3,84128
2,1,5,3,3,5,5,5,4,4,4,5,4,5,5,4,2,3,5,1,1,2,2,2,4,2,1,4,1,2,1,2,2,84128
2,1,2,2,5,4,6,6,5,5,4,3,4,4,5,5,4,5,5,1,1,4,4,3,4,4,1,4,2,1,2,1,3,84120
2,1,2,2,4,4,5,3,5,3,3,4,3,4,5,4,3,3,5,1,1,3,3,2,3,3,1,5,1,2,2,4,3,84737
2,1,5,3,4,5,5,5,4,3,3,3,4,5,5,4,3,1,5,1,1,4,4,4,4,4,1,5,1,2,2,2,2,84081
2,1,5,5,6,6,6,6,,,,,,,,,,,5,1,1,4,3,1,1,4,1,5,2,1,2,3,1,84044
2,1,1,3,1,1,2,1,3,4,4,4,4,4,3,3,3,3,5,1,1,2,4,2,4,2,1,2,1,1,1,2,2,84044
2,1,1,2,4,3,4,6,3,3,2,2,2,4,4,4,4,3,5,1,1,2,2,1,3,3,1,3,1,2,1,5,1,84119
2,1,5,5,6,6,6,,5,5,5,5,5,5,5,5,5,5,5,,1,4,4,4,4,4,2,5,1,2,2,3,2,84119
2,1,3,2,3,3,4,4,3,2,4,4,4,5,4,5,5,3,5,1,1,2,3,1,3,2,1,5,1,2,1,4,1,84120
2,1,2,2,5,2,2,2,4,4,4,4,5,5,5,5,5,5,5,2,,4,3,1,4,4,1,3,1,2,2,2,1,84119
2,1,1,1,3,3,4,2,5,5,5,5,5,5,5,5,5,5,5,1,1,1,3,3,3,1,2,3,2,2,1,2,2,84128
2,1,1,1,1,1,1,1,5,4,5,5,5,5,5,5,5,5,5,1,1,1,1,3,4,4,1,2,2,2,1,4,2,84120
2,1,3,2,3,6,4,3,5,4,4,4,3,4,3,3,4,4,5,1,1,2,3,3,2,3,2,3,1,2,2,1,2,84120
2,1,2,1,2,,5,2,5,2,5,5,5,5,5,5,5,5,5,1,1,1,3,2,4,3,1,3,1,2,2,5,4,
2,1,4,3,5,5,5,5,3,1,1,1,1,3,3,1,1,1,5,1,1,1,2,1,3,2,1,4,1,2,2,2,3,84128
2,1,2,,3,6,6,2,5,4,5,5,3,5,5,5,5,5,5,1,1,1,2,1,4,3,1,4,1,2,1,5,2,84044
2,1,1,1,4,6,6,6,5,5,5,5,5,5,5,5,5,5,5,1,1,2,3,1,4,2,1,5,1,2,,4,2,84120
2,1,2,1,1,1,2,1,5,4,5,5,5,5,5,5,5,5,5,1,1,1,4,1,4,3,1,1,1,2,1,1,2,84044
2,1,2,2,3,3,3,3,5,3,5,5,5,5,5,5,5,1,5,1,1,1,1,1,3,2,2,4,1,2,1,3,2,84120
2,1,1,1,6,6,2,2,5,1,4,4,4,5,5,5,5,5,5,1,1,2,4,2,3,4,1,4,1,2,1,4,1,84128
2,1,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,3,1,3,4,2,5,1,2,2,3,3,84120
2,1,1,1,5,4,5,4,5,3,3,4,5,5,5,5,3,3,5,1,1,1,3,1,4,3,1,4,1,1,1,2,2,84120
2,1,3,3,3,3,3,2,5,4,5,5,5,5,5,5,4,5,5,1,2,1,3,1,2,1,2,3,2,2,1,3,3,84119
2,1,5,5,2,2,3,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,2,1,3,2,1,2,1,2,1,3,2,84128
2,1,1,1,5,3,2,2,5,3,3,5,5,5,5,5,5,5,5,1,3,2,2,1,3,3,1,4,1,2,1,4,2,84129
2,1,3,2,3,4,4,4,2,3,3,4,3,5,5,3,3,3,5,1,1,1,3,4,4,2,1,5,1,2,2,2,2,84044
2,1,5,3,1,1,3,3,3,1,5,,3,5,5,5,5,3,5,2,,1,3,1,2,2,1,3,1,2,1,4,1,84044
2,1,4,2,5,5,5,5,4,2,2,4,4,4,4,4,4,4,5,1,2,2,2,2,2,2,2,5,2,2,2,1,2,84120
2,1,4,4,6,6,4,4,5,4,5,5,4,5,3,4,3,3,5,1,2,1,3,1,2,2,1,4,2,2,1,1,2,84119
2,1,1,1,2,6,6,2,4,1,4,4,4,5,,2,5,4,5,1,1,1,3,1,1,1,1,4,1,1,1,5,2,84044
2,1,2,1,4,3,2,2,3,3,4,5,5,5,5,3,3,3,5,1,1,3,3,3,4,1,2,5,1,2,1,4,2,84074
2,1,5,3,3,3,4,4,4,4,4,5,5,5,5,5,4,3,5,1,1,2,4,3,4,1,1,3,2,1,1,1,2,84118
2,1,3,3,3,5,3,3,4,1,4,5,4,5,4,4,4,5,5,1,1,1,2,1,3,1,2,3,1,2,1,2,2,84120
2,1,4,3,2,3,4,4,4,3,4,3,3,5,4,2,4,1,5,1,1,1,2,1,2,1,2,4,1,1,1,5,2,84128
2,1,3,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,1,1,2,4,1,4,4,2,3,2,2,2,2,1,84120
2,1,2,2,5,3,5,5,4,2,3,4,3,5,5,4,4,2,5,1,1,1,3,1,4,1,1,4,1,2,1,4,2,84074
2,1,1,1,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,1,1,3,3,2,4,1,1,4,1,2,1,3,1,84120
2,1,4,2,5,6,5,4,3,2,2,4,4,5,5,2,4,4,5,1,1,3,4,1,1,3,2,3,1,2,,5,2,84128
2,1,1,1,3,6,2,2,5,1,5,5,5,3,4,5,5,4,5,1,1,1,3,1,4,2,1,3,1,2,2,3,1,84120
2,1,4,2,4,6,5,5,4,2,4,4,4,4,4,4,3,3,5,1,1,2,2,3,4,1,1,4,1,1,2,4,4,84128
2,1,1,1,4,6,2,3,5,5,5,5,5,5,5,5,5,5,5,1,1,4,4,,4,4,1,4,1,2,1,2,1,84128
2,1,4,4,4,4,5,2,4,3,2,2,5,5,5,4,4,3,5,1,1,3,4,3,3,4,1,4,1,1,2,3,3,84128
2,1,3,3,6,2,5,3,3,3,5,5,5,5,5,5,5,5,5,1,2,1,3,1,1,1,1,4,2,2,1,1,2,84104
2,1,3,1,4,6,6,6,4,5,3,5,3,5,5,5,5,5,5,1,1,1,1,1,4,1,2,3,1,2,1,5,1,84119
2,1,3,2,1,4,5,3,5,3,5,5,4,5,5,5,5,5,5,1,1,,,,,,1,3,1,2,1,3,3,84128
2,1,4,2,5,3,4,4,5,4,4,4,4,4,4,2,4,2,5,1,1,3,4,4,4,3,2,5,1,1,1,4,3,84120
2,1,3,1,4,5,4,4,5,2,4,4,4,5,5,3,2,3,5,1,1,3,4,4,4,3,2,4,1,2,2,2,3,84129
2,1,2,2,4,3,5,5,3,3,3,4,4,3,5,4,4,3,5,1,1,1,1,1,1,1,2,5,1,2,1,4,1,84116
2,1,2,3,2,4,4,3,3,2,4,2,3,5,5,4,3,4,5,1,1,1,2,1,2,1,1,3,2,2,1,1,1,84128
2,1,3,,5,,,,5,5,5,5,5,5,5,5,5,5,5,1,3,1,1,1,1,1,,5,1,2,1,5,2,
2,1,2,2,2,6,3,4,4,3,4,4,4,5,2,3,4,3,5,1,1,1,3,2,3,2,1,4,1,2,1,2,3,84120
2,1,3,3,4,4,4,4,,,,,,,,,,,5,1,,,4,4,4,,1,4,1,1,1,4,1,84120
2,1,2,3,2,2,5,4,2,3,4,4,3,5,3,4,3,1,5,1,3,4,3,2,4,2,2,4,1,1,2,4,1,84120
2,1,3,2,5,5,6,6,4,3,4,3,3,5,5,5,5,5,5,1,1,3,3,1,4,3,2,3,1,2,1,1,2,84120
2,1,3,2,5,4,4,4,4,3,3,2,3,4,4,4,4,4,5,1,1,4,4,2,4,4,1,4,1,2,1,1,3,84128
2,1,2,2,3,6,5,4,5,3,3,4,5,3,4,4,4,3,5,1,1,1,3,1,4,2,1,3,1,2,1,5,1,84095
2,1,2,2,5,3,5,2,5,4,3,4,5,5,5,5,5,5,5,1,1,1,1,1,4,1,1,5,1,2,2,4,3,84128
2,1,4,4,2,6,4,6,2,2,4,4,4,5,4,2,2,1,5,1,1,2,3,2,3,2,2,4,1,2,2,3,1,84118
2,1,2,1,4,6,4,4,5,3,4,4,3,2,3,3,3,1,5,1,1,2,3,2,4,2,1,4,1,1,1,5,2,84120
2,1,3,2,4,2,4,4,3,3,2,1,3,5,4,3,3,3,5,1,1,1,4,1,1,1,1,4,1,2,1,1,3,84120
2,1,2,2,2,4,6,6,5,5,5,5,5,5,5,5,5,5,5,1,3,1,1,1,1,1,2,2,2,2,1,3,1,84116
2,1,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,3,4,2,3,2,2,5,2,2,2,1,2,84120
2,1,1,1,1,2,3,1,5,5,5,3,5,5,5,5,5,5,5,1,1,2,3,1,4,2,1,4,1,1,2,2,2,84120
2,1,3,1,3,3,5,5,5,5,3,4,5,5,3,4,3,4,5,1,2,3,4,1,4,3,2,4,2,1,1,1,1,84128
2,1,1,1,3,6,4,4,1,1,1,5,1,5,5,5,5,5,5,2,,3,1,1,4,4,1,5,1,2,2,5,1,84118
2,1,1,1,5,4,3,3,5,2,3,5,3,2,3,4,3,5,5,1,1,3,2,1,4,1,2,1,2,2,1,1,1,84129
2,1,1,2,4,4,4,6,5,2,2,5,5,5,5,5,5,5,5,1,1,1,3,3,4,2,1,4,1,2,,5,2,84120
2,1,3,1,5,3,3,3,5,1,1,5,1,1,5,5,5,1,5,1,1,4,4,2,3,4,1,1,1,2,2,4,2,
2,1,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,,4,4,4,4,4,2,3,1,1,1,1,4,84120
2,1,4,4,5,6,5,6,5,5,5,5,5,5,5,5,5,5,5,1,1,4,2,2,3,4,1,5,1,2,1,1,1,84120
2,1,3,3,2,3,2,2,5,5,5,5,5,5,5,5,5,5,5,1,1,1,2,3,3,3,2,2,2,2,1,4,1,84120
2,1,2,1,4,4,3,3,5,2,2,3,4,5,5,5,3,2,5,1,1,2,4,1,4,3,2,4,1,2,1,3,3,84128
2,1,3,3,6,6,6,6,5,4,5,5,5,5,4,4,4,4,5,1,1,1,3,2,3,3,1,4,1,2,1,1,1,84119
2,1,1,1,3,3,6,6,5,3,5,5,5,5,5,4,4,5,5,1,1,2,4,4,4,3,2,3,1,2,1,5,3,84044
2,1,5,1,1,1,5,5,1,1,5,5,5,5,5,5,5,5,5,2,,1,1,1,1,1,2,5,2,2,2,1,1,84128
2,1,2,1,4,4,4,4,3,2,3,4,4,4,5,5,4,3,5,1,1,2,3,2,4,1,2,4,1,2,1,2,2,84120
2,1,1,1,5,5,1,1,5,3,5,4,4,5,5,5,5,5,5,1,1,1,1,1,3,1,1,5,1,2,2,3,3,84120
2,1,2,2,4,6,5,4,3,4,3,4,3,3,5,4,4,4,5,1,1,3,3,2,3,4,1,4,1,2,2,2,2,84044
2,1,3,2,3,6,5,2,4,2,2,4,3,4,4,5,5,3,5,1,1,1,4,1,4,3,1,4,1,2,1,3,2,84044
2,1,4,2,4,6,4,4,5,1,1,1,4,5,1,1,4,1,5,1,1,2,3,1,4,4,2,5,1,2,1,5,2,84044
2,1,2,1,4,3,3,2,5,4,5,3,4,5,5,5,2,3,5,1,1,2,4,4,4,3,2,3,1,1,1,1,3,84120
2,1,3,3,1,6,1,1,5,5,5,5,5,5,5,5,5,5,5,2,,1,3,1,3,3,2,2,1,2,1,4,2,84120
2,1,2,1,3,3,4,4,5,2,4,5,5,5,5,3,4,5,5,1,1,2,3,1,4,4,1,5,1,2,1,2,2,84044
2,1,2,1,5,6,2,1,5,4,4,5,5,5,5,4,4,4,5,1,3,1,1,1,4,2,2,3,1,1,1,5,4,84128
2,1,3,3,5,3,4,4,2,2,2,5,3,5,3,4,3,1,5,1,1,1,4,4,3,1,1,5,1,2,2,4,2,84120
2,1,3,3,2,2,1,3,5,3,4,5,5,5,5,5,5,5,5,1,1,2,3,2,3,2,2,4,1,2,1,1,2,84044
2,1,1,1,5,4,4,4,4,2,4,5,4,3,5,5,5,5,5,1,1,1,1,1,3,1,1,5,1,2,2,5,1,84044
2,1,2,3,5,3,5,5,3,3,5,5,3,4,4,4,4,1,5,1,1,1,2,1,4,1,1,5,1,2,1,5,2,84128
2,1,1,1,4,5,5,6,5,5,3,5,3,5,5,3,5,5,5,1,1,3,4,1,4,4,1,4,1,2,1,2,2,84119
2,1,,2,,4,4,3,5,3,5,5,4,3,5,5,5,3,5,1,1,,,,3,3,1,2,1,2,1,5,2,84120
2,1,3,3,5,3,4,4,3,2,3,3,3,3,3,3,3,3,5,1,1,2,3,2,4,3,2,3,2,2,1,1,1,84119
2,1,3,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,1,1,1,4,4,4,2,1,4,2,1,2,1,2,84120
2,1,2,3,5,1,3,5,5,3,5,3,3,3,3,5,5,5,5,2,,3,2,2,4,4,1,5,1,2,1,3,1,84120
2,1,5,1,1,1,4,4,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,4,3,1,1,1,1,1,2,2,84119
2,1,2,1,5,3,5,5,4,2,3,4,4,4,4,4,4,4,5,1,1,2,2,1,4,3,1,4,1,2,2,4,3,84120
2,1,3,5,4,2,4,,5,2,3,5,5,5,5,5,3,5,5,1,1,3,4,4,4,3,2,3,1,1,1,1,3,84120
2,1,2,2,4,4,4,4,3,2,3,5,5,5,5,5,4,5,5,1,1,1,3,2,3,1,2,4,1,2,1,4,2,84120
2,1,3,2,5,6,6,6,5,3,4,4,4,5,5,3,3,3,5,1,2,1,2,1,1,4,1,3,2,2,1,4,1,84119
2,1,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,1,2,1,1,1,1,1,1,4,2,2,1,1,1,84120
2,1,4,,,,,,5,4,5,2,4,4,4,3,3,3,5,1,1,,,,,,,5,1,2,2,5,2,84120
2,1,3,2,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,2,1,1,5,1,2,1,5,1,84128
2,1,2,1,3,3,2,3,5,5,5,5,5,5,5,5,5,5,5,1,1,4,4,2,4,4,1,3,1,2,1,4,1,84120
2,1,4,2,3,4,5,3,3,3,2,3,3,3,3,3,2,3,5,1,2,2,2,4,2,2,2,3,2,2,2,1,4,84120
2,1,1,1,1,6,6,1,5,1,4,3,1,2,1,1,3,2,5,1,3,1,4,1,1,4,1,5,2,1,2,5,1,84044
2,1,4,2,3,3,4,3,5,3,4,4,4,5,5,4,4,2,5,1,2,2,4,1,1,3,2,4,2,2,2,2,3,84128
2,1,3,3,4,3,4,4,4,3,4,4,3,3,1,1,3,4,5,1,1,1,2,1,4,2,2,3,1,2,1,3,3,84120
2,1,1,1,5,3,4,3,5,2,2,3,5,4,4,1,1,4,5,1,1,1,2,1,3,1,,5,1,2,2,2,2,84118
2,1,2,1,5,4,1,2,5,2,2,4,4,5,4,4,3,5,5,1,1,1,3,1,3,3,1,4,1,2,1,4,3,84120
2,1,3,2,4,3,2,2,3,3,4,5,5,4,2,5,4,3,5,1,1,3,4,2,3,4,1,1,1,1,1,2,2,84128
2,1,4,4,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,1,1,4,3,3,4,3,2,5,2,2,1,1,1,84119
2,1,2,1,3,3,2,2,4,4,4,4,5,5,4,5,3,5,5,1,1,2,2,1,2,3,2,3,2,2,2,2,2,84120
2,1,3,3,5,5,5,5,5,3,4,3,4,5,4,3,4,4,5,1,1,2,2,2,3,1,2,5,1,1,2,2,3,84010
2,1,1,1,5,2,3,3,2,2,2,5,5,4,5,5,5,5,5,1,1,3,4,2,4,3,1,4,1,2,2,3,1,84120
2,1,2,1,3,3,3,2,5,4,5,5,5,5,5,5,5,3,5,1,1,1,3,1,4,2,1,4,1,2,1,4,2,84120
2,1,5,3,5,5,4,6,3,2,2,4,3,4,4,4,3,3,5,1,1,3,3,2,4,3,2,4,1,2,1,3,3,84088
2,1,2,2,4,3,5,3,5,4,4,4,4,4,5,5,4,5,4,1,4,4,4,1,4,4,1,4,2,2,2,1,2,84044
2,1,4,3,5,6,3,3,5,3,3,4,4,5,4,5,4,5,4,1,1,2,3,3,3,1,2,5,2,2,2,1,2,84120
2,1,3,3,2,3,3,3,4,2,4,2,2,2,3,3,3,2,4,1,1,2,4,2,2,2,1,3,1,2,1,2,2,84128
2,1,3,4,2,2,5,4,5,2,4,3,4,5,4,4,4,5,4,1,1,1,3,2,3,3,1,4,1,2,2,1,3,84044
2,1,2,,5,3,3,3,4,2,4,5,3,5,5,5,3,3,4,1,1,2,2,2,2,2,1,3,2,2,1,1,1,84044
2,1,3,2,4,4,4,3,3,2,3,3,4,3,4,3,4,5,4,1,2,2,3,2,3,2,2,3,2,2,1,1,2,84120
2,1,4,2,5,2,3,1,4,5,3,4,3,4,4,3,2,3,4,1,1,1,4,1,4,3,2,3,1,2,1,1,1,84128
2,1,2,2,4,2,3,1,2,1,2,3,3,1,3,2,1,1,4,1,1,1,1,1,1,3,1,2,1,2,1,2,3,84128
2,1,2,1,3,6,1,1,4,3,4,5,4,5,5,5,5,3,4,1,1,2,3,1,4,2,2,4,1,2,2,5,3,84128
2,1,3,2,5,3,3,4,4,2,5,5,4,5,5,4,4,5,4,1,1,1,1,1,4,1,2,,1,2,1,5,2,84044
2,1,2,,3,3,3,3,2,3,3,2,3,,2,3,3,2,4,1,1,2,2,1,1,2,1,3,2,2,2,2,1,84120
2,1,4,2,5,4,4,4,4,2,2,4,2,2,2,2,2,2,4,1,1,2,3,1,4,3,2,5,1,2,2,2,3,84015
2,1,1,1,4,6,4,2,5,,4,3,4,3,3,4,5,1,4,1,1,2,1,1,3,1,1,3,1,1,1,5,2,84128
2,1,4,3,5,5,5,4,3,3,4,4,3,5,5,5,5,5,4,1,1,1,3,1,2,2,1,3,2,2,2,1,2,84121
2,1,2,1,3,3,5,2,4,2,5,5,5,5,3,4,3,5,4,1,1,1,3,1,1,2,1,3,1,2,1,1,2,84123
2,1,3,3,1,3,3,3,3,1,5,3,3,4,4,4,4,4,4,1,2,4,3,2,3,3,1,3,2,2,2,2,2,84044
2,1,4,3,1,1,3,1,4,1,5,3,5,2,4,2,5,5,4,1,2,1,4,,2,4,2,3,2,2,2,2,3,84044
2,1,5,1,2,3,5,3,4,4,5,5,3,5,5,5,5,5,4,1,1,2,4,3,3,4,2,3,1,2,1,1,1,84120
2,1,3,2,3,6,5,2,5,1,5,5,5,5,5,5,5,5,4,1,1,1,3,1,2,1,1,4,2,2,2,1,1,84123
2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,3,4,4,4,4,1,4,1,1,2,4,2,84897
2,1,1,1,2,2,3,3,5,3,5,5,5,5,5,5,3,5,4,1,1,1,1,1,3,2,2,2,2,2,1,1,2,84116
2,1,3,3,1,6,3,6,5,3,5,5,3,5,5,5,5,5,4,1,1,3,3,3,4,3,1,3,2,2,1,2,1,84116
2,1,3,3,2,3,6,6,4,2,5,3,3,4,3,3,2,4,4,1,1,3,3,3,3,3,2,2,2,2,1,1,2,84118
2,1,4,4,5,6,5,5,3,2,3,4,3,3,4,3,3,3,4,1,1,3,3,3,3,1,1,4,1,2,1,3,4,84118
2,1,3,2,5,4,4,4,2,3,3,4,3,3,1,1,2,3,4,1,1,1,3,1,4,3,1,5,1,2,1,3,2,84120
2,1,4,3,4,4,4,4,4,3,5,5,4,4,4,4,3,3,4,1,1,2,2,1,2,2,2,3,2,2,2,1,4,84120
2,1,3,3,3,3,3,3,4,3,4,5,3,5,5,3,3,4,4,1,1,1,1,1,1,1,1,3,1,2,2,1,2,84044
2,1,3,3,5,5,5,5,5,3,3,5,3,5,5,5,5,5,4,1,2,1,2,1,2,3,1,4,2,2,2,4,1,84118
2,1,1,1,5,6,5,5,5,3,5,5,5,2,5,5,5,5,4,1,1,2,2,2,2,2,1,5,1,2,2,5,1,84119
2,1,2,1,2,3,4,4,5,2,4,4,4,5,5,4,4,5,4,1,1,1,2,1,2,1,1,3,1,2,1,2,3,84120
2,1,3,2,4,6,2,2,5,,5,5,5,5,5,5,5,5,4,1,2,2,2,1,,1,2,4,2,2,1,2,1,84087
2,1,4,2,5,4,3,6,4,2,4,4,3,3,4,4,4,5,4,1,1,2,3,1,2,3,1,4,1,1,2,5,2,84631
2,1,3,2,3,2,3,1,4,3,4,3,4,5,5,5,5,3,4,1,1,2,4,1,3,4,2,3,1,1,1,1,2,84128
2,1,2,2,4,6,6,6,5,2,4,4,5,5,5,5,5,5,4,1,1,2,3,3,3,4,2,3,1,2,1,2,2,84118
2,1,2,2,2,3,3,3,4,2,2,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,2,4,2,2,1,1,2,84044
2,1,3,2,4,4,4,4,4,2,3,3,3,5,5,5,5,5,4,1,1,2,4,4,3,2,1,5,1,2,1,2,4,84128
2,1,1,1,4,2,2,1,5,3,3,5,4,5,5,5,5,5,4,1,1,2,3,1,3,2,1,3,1,2,2,2,3,84118
2,1,3,2,5,3,5,6,5,1,4,4,5,5,5,5,5,5,4,1,1,1,3,1,4,1,2,4,1,1,1,5,2,84120
2,1,2,1,5,5,4,3,4,1,3,4,4,3,5,3,3,3,3,1,1,3,3,2,4,3,1,5,1,2,2,5,2,84044
2,1,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,3,2,,1,4,3,3,2,1,2,1,2,1,1,2,84118
2,1,2,2,4,6,4,3,5,5,3,4,3,5,5,5,5,5,3,1,3,4,3,1,3,1,2,4,2,2,1,5,1,84119
2,1,2,1,2,2,3,3,3,2,3,3,4,5,5,4,4,3,3,1,1,3,3,3,3,3,1,4,2,2,1,1,4,84118
2,1,,,2,3,3,3,5,3,4,4,4,2,2,2,1,1,3,1,1,1,4,2,4,2,1,3,1,2,1,2,1,84044
2,1,2,2,2,3,3,3,4,2,3,3,4,4,4,4,4,3,3,1,1,2,3,2,3,2,1,4,1,2,1,3,3,84128
2,1,2,2,4,3,3,3,5,3,4,3,4,4,5,4,5,5,3,1,1,3,3,2,3,3,2,3,2,2,1,1,1,84128
2,1,3,2,3,4,3,2,4,2,4,3,3,4,4,4,4,3,3,1,3,2,3,1,2,2,1,4,2,1,2,2,2,84128
2,1,2,1,3,3,4,4,5,4,5,5,5,5,5,5,5,5,3,1,1,3,3,2,2,,2,4,1,1,2,3,2,84081
2,1,3,3,5,5,5,5,5,3,1,4,2,4,4,4,3,5,3,1,1,2,3,1,4,4,2,4,2,2,2,2,3,84128
2,1,3,2,2,3,5,2,4,,2,4,,,4,4,4,1,3,1,1,1,3,,3,,1,4,1,,2,3,4,
2,1,5,1,3,3,4,2,5,3,5,5,5,5,5,5,5,5,3,1,1,1,4,2,2,3,2,3,1,2,1,1,1,84120
2,1,1,1,3,2,4,3,5,5,5,5,5,5,5,5,5,5,3,1,1,4,4,4,4,4,1,4,2,2,2,2,3,84095
2,1,4,3,5,4,4,4,4,2,4,3,4,4,4,3,4,4,3,1,1,2,3,2,3,2,1,4,1,2,1,1,1,84120
2,1,5,3,5,6,1,1,5,1,1,5,3,5,5,5,5,5,3,1,1,1,4,4,3,1,2,5,1,2,2,1,1,84120
2,1,3,4,3,3,3,3,3,2,3,5,4,5,5,5,5,5,3,1,1,1,3,2,2,2,2,3,1,2,2,3,2,84118
2,1,2,2,5,6,4,5,3,1,1,1,2,2,2,3,3,2,3,1,1,3,2,1,3,1,1,5,1,2,1,4,2,84088
2,1,2,2,3,6,6,2,5,4,5,5,5,5,3,3,5,3,3,1,1,1,2,1,4,3,2,3,1,2,2,1,2,84119
2,1,5,5,5,1,4,5,5,1,5,5,5,5,5,5,5,1,3,1,1,3,4,3,2,3,1,5,1,2,2,1,2,84044
2,1,2,2,3,3,3,3,4,2,4,4,4,4,4,4,4,4,3,1,1,3,3,3,2,3,1,3,2,2,1,3,2,84119
2,1,3,3,5,6,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,1,3,3,4,1,1,5,1,1,1,5,1,84120
2,1,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,3,2,,1,2,1,1,1,2,3,2,2,1,1,2,84120
2,1,1,1,1,6,3,3,3,1,3,3,3,3,3,5,3,3,3,1,1,4,4,2,3,4,1,3,1,1,2,3,1,84120
2,1,4,4,5,4,3,4,5,5,5,5,5,5,5,5,5,5,3,1,2,2,1,1,2,1,2,4,2,2,1,2,2,84044
2,1,3,2,4,2,2,2,5,2,5,4,3,5,5,4,5,5,3,1,2,1,4,2,3,2,1,4,2,2,2,1,1,84119
2,1,4,3,4,4,4,4,5,3,4,5,5,5,5,5,5,5,3,1,1,1,2,1,3,1,1,2,2,2,1,5,1,84119
